game_id,season,week,week_normalized,home_team_id,away_team_id,home_score,away_score,point_spread,total_points,home_win,neutral_site,conference_game,temperature,wind_speed,is_dome,home_points,home_total_yards,home_passing_yards,home_rushing_yards,home_passing_completions,home_passing_attempts,home_rushing_attempts,home_turnovers,home_fumbles_lost,home_interceptions_thrown,home_first_downs,home_third_down_conversions,home_third_down_attempts,home_fourth_down_conversions,home_fourth_down_attempts,home_penalties,home_penalty_yards,home_sacks,home_sack_yards,away_points,away_total_yards,away_passing_yards,away_rushing_yards,away_passing_completions,away_passing_attempts,away_rushing_attempts,away_turnovers,away_fumbles_lost,away_interceptions_thrown,away_first_downs,away_third_down_conversions,away_third_down_attempts,away_fourth_down_conversions,away_fourth_down_attempts,away_penalties,away_penalty_yards,away_sacks,away_sack_yards,home_hist_games_played,home_hist_ppg,home_hist_papg,home_hist_ypg,home_hist_turnover_pg,home_hist_win_pct,away_hist_games_played,away_hist_ppg,away_hist_papg,away_hist_ypg,away_hist_turnover_pg,away_hist_win_pct,odds_opening_spread,odds_current_spread,odds_closing_spread,odds_opening_total,odds_current_total,odds_closing_total,odds_opening_ml_home,odds_current_ml_home,odds_closing_ml_home,odds_opening_ml_away,odds_current_ml_away,odds_closing_ml_away,odds_spread_movement,odds_total_movement,home_drive_total_drives,home_drive_ppd,home_drive_ypd,home_drive_plays_per_drive,home_drive_seconds_per_drive,home_drive_scoring_pct,home_drive_redzone_pct,home_drive_three_and_out_pct,home_drive_explosive_drive_pct,home_drive_def_ppd,home_drive_def_ypd,home_drive_def_scoring_pct,home_drive_def_three_and_out_forced,away_drive_total_drives,away_drive_ppd,away_drive_ypd,away_drive_plays_per_drive,away_drive_seconds_per_drive,away_drive_scoring_pct,away_drive_redzone_pct,away_drive_three_and_out_pct,away_drive_explosive_drive_pct,away_drive_def_ppd,away_drive_def_ypd,away_drive_def_scoring_pct,away_drive_def_three_and_out_forced,ppg_differential,papg_differential,win_pct_differential,ppd_differential,scoring_pct_differential
401752686,2023,2,0.1111111111111111,96,145,23,30,-7,53,0,0,1,0,0,0.0,,359,187,172,,,37,0,0,0,18,5,16,1,3,6,50,,,,455,235,220,,,48,2,0,2,20,3,13,1,1,7,86,,,1,0,0,305.0,2.0,1.0,1,0,0,695.0,2.0,1.0,9.11111111111111,0.0,8.8,50.44444444444444,0.0,50.7,0,0,0,0,0,0,-0.31111111111111,0.25555555555556,39,1.8461538461538465,26.0,5.153846153846154,144.92307692307693,0.3846153846153846,0,0.3076923076923077,0.4615384615384615,1.0769230769230769,25.153846153846157,0.1538461538461538,0.3846153846153846,42,4.428571428571429,48.35714285714285,5.928571428571429,122.57142857142856,0.7142857142857143,0,0.1428571428571428,0.7857142857142857,0.6666666666666666,16.866666666666667,0.0666666666666666,0.5333333333333333,0,0,0.0,-2.5824175824175826,-0.3296703296703296
401752688,2023,2,0.1111111111111111,344,9,24,20,4,44,1,0,0,0,0,0.0,,345,279,66,,,30,0,0,0,17,6,14,0,2,6,60,,,,333,82,251,,,51,2,0,2,23,3,14,2,3,8,49,,,1,0,0,465.0,1.0,1.0,1,0,0,458.0,1.0,1.0,6.5,0.0,6.5,58.75,0.0,58.8,0,0,0,0,0,0,0.0,0.0499999999999971,36,2.833333333333333,34.666666666666664,6.75,151.75,0.5,0,0.3333333333333333,0.5833333333333334,1.4166666666666667,25.08333333333333,0.25,0.3333333333333333,42,2.9285714285714284,29.857142857142858,4.5,121.14285714285714,0.4285714285714285,0,0.3571428571428571,0.5714285714285714,1.5384615384615383,27.23076923076923,0.3076923076923077,0.4615384615384615,0,0,0.0,-0.0952380952380949,0.0714285714285714
401752689,2023,2,0.1111111111111111,142,2305,42,31,11,73,1,0,0,0,0,0.0,,595,334,261,,,47,1,1,0,28,10,19,4,5,7,70,,,,254,223,31,,,19,1,0,1,13,3,11,2,2,2,10,,,1,0,0,560.0,0.0,1.0,2,0,0,507.0,1.0,1.0,-5.590909090909091,0.0,-5.4,49.63636363636363,0.0,49.5,0,0,0,0,0,0,0.1909090909090904,-0.1363636363636331,33,5.0,48.90909090909091,6.454545454545454,151.54545454545453,0.8181818181818182,0,0.1818181818181818,0.7272727272727273,1.1666666666666667,18.75,0.1666666666666666,0.4166666666666667,69,3.3043478260869565,41.73913043478261,6.260869565217392,172.52173913043478,0.5217391304347826,0,0.1304347826086956,0.6956521739130435,0.7391304347826086,15.73913043478261,0.0869565217391304,0.4782608695652174,0,0,0.0,1.6956521739130437,0.2964426877470356
401752690,2023,2,0.1111111111111111,201,130,24,13,11,37,1,0,0,0,0,0.0,,408,270,138,,,40,2,1,1,22,9,17,1,1,5,48,,,,288,142,146,,,32,0,0,0,12,3,14,0,1,3,32,,,1,0,0,495.0,2.0,1.0,1,0,0,452.0,1.0,1.0,-5.1,0.0,-5.2,43.85,0.0,43.8,0,0,0,0,0,0,-0.1000000000000005,-0.0500000000000042,33,3.1818181818181817,43.0,6.2727272727272725,179.63636363636363,0.4545454545454545,0,0.4545454545454545,0.6363636363636364,0.2727272727272727,13.090909090909092,0.0909090909090909,0.3636363636363636,33,3.090909090909091,39.72727272727273,5.909090909090909,145.54545454545453,0.5454545454545454,0,0.2727272727272727,0.5454545454545454,1.3076923076923077,24.0,0.2307692307692307,0.3076923076923077,0,0,0.0,0.0909090909090908,-0.0909090909090908
401752695,2023,2,0.1111111111111111,259,238,20,44,-24,64,0,0,0,0,0,0.0,,248,134,114,,,31,1,1,0,16,6,14,1,2,3,30,,,,490,228,262,,,37,2,1,1,23,5,7,1,1,11,77,,,1,0,0,336.0,2.0,0.0,1,0,0,481.0,0.0,1.0,-2.15,0.0,-2.1,44.6,0.0,45.0,0,0,0,0,0,0,0.0499999999999998,0.3999999999999986,33,1.181818181818182,28.727272727272727,7.0,187.0,0.3636363636363636,0,0.0909090909090909,0.7272727272727273,1.7,30.7,0.4,0.2,36,3.75,38.41666666666666,5.0,155.25,0.5833333333333334,0,0.0833333333333333,0.75,0.3,12.1,0.1,0.7,0,0,-1.0,-2.5681818181818183,-0.2196969696969697
401752816,2023,2,0.1111111111111111,127,103,42,40,2,82,1,0,0,0,0,0.0,,380,231,149,,,35,1,1,0,21,5,12,1,2,6,60,,,,457,390,67,,,25,1,1,0,25,5,11,0,0,8,59,,,1,0,0,336.0,2.0,1.0,1,0,0,555.0,0.0,1.0,-3.5,0.0,-3.5,45.5,0.0,45.5,0,0,0,0,0,0,0.0,0.0,39,2.3846153846153846,32.30769230769231,5.538461538461538,169.15384615384616,0.3076923076923077,0,0.3846153846153846,0.5384615384615384,0.25,20.0,0.0833333333333333,0.3333333333333333,42,4.214285714285714,39.285714285714285,5.642857142857143,145.28571428571428,0.6428571428571429,0,0.2857142857142857,0.5714285714285714,1.1333333333333333,16.933333333333334,0.2,0.4666666666666667,0,0,0.0,-1.8296703296703296,-0.3351648351648352
401752822,2023,2,0.1111111111111111,66,2294,16,13,3,29,1,0,0,0,0,0.0,,238,134,104,,,30,1,1,0,14,8,15,0,0,5,42,,,,214,83,131,,,39,1,0,1,16,5,14,1,2,4,38,,,2,0,0,421.0,1.0,1.0,1,0,0,358.0,1.0,1.0,-3.5,0.0,-7.1,42.86363636363637,0.0,39.2,0,0,0,0,0,0,-3.6,-3.663636363636364,69,3.565217391304348,37.869565217391305,6.304347826086956,180.43478260869568,0.5652173913043478,0,0.217391304347826,0.6956521739130435,1.4,27.85,0.2,0.35,30,3.4,35.3,7.1,219.7,0.6,0,0.4,0.6,0.7,17.7,0.1,0.4,0,0,0.0,0.1652173913043477,-0.0347826086956521
401752824,2023,2,0.1111111111111111,2483,197,69,3,66,72,1,0,0,0,0,0.0,,631,319,312,,,37,0,0,0,24,7,12,1,2,6,35,,,,211,67,144,,,42,2,0,2,9,4,16,1,1,8,45,,,1,0,0,506.0,0.0,1.0,1,0,0,359.0,0.0,1.0,-27.954545454545453,0.0,-28.1,55.5,0.0,55.7,0,0,0,0,0,0,-0.1454545454545481,0.2000000000000028,30,5.9,52.5,6.5,179.8,0.9,0,0.0,0.8,1.4444444444444444,26.444444444444443,0.3333333333333333,0.3333333333333333,33,2.4545454545454546,34.09090909090909,7.090909090909091,169.9090909090909,0.4545454545454545,0,0.1818181818181818,0.5454545454545454,0.6363636363636364,21.727272727272727,0.0909090909090909,0.3636363636363636,0,0,0.0,3.4454545454545458,0.4454545454545455
401752825,2023,2,0.1111111111111111,150,356,19,45,-26,64,0,0,0,0,0,0.0,,438,356,82,,,24,5,4,1,21,4,10,1,2,6,69,,,,419,296,123,,,42,0,0,0,25,5,13,2,2,7,51,,,1,0,0,548.0,1.0,1.0,1,0,0,440.0,0.0,1.0,2.5,0.0,2.9,48.95454545454545,0.0,47.9,0,0,0,0,0,0,0.3999999999999999,-1.054545454545455,30,4.1,54.3,6.1,161.2,0.6,0,0.2,0.8,2.1818181818181817,22.09090909090909,0.3636363636363636,0.4545454545454545,30,4.8,44.5,6.1,196.2,0.7,0,0.1,0.8,0.9090909090909092,15.363636363636363,0.1818181818181818,0.4545454545454545,0,0,0.0,-0.7000000000000002,-0.0999999999999999
401754524,2023,2,0.1111111111111111,152,258,35,31,4,66,1,0,0,0,0,0.0,,416,200,216,,,35,0,0,0,22,1,7,2,2,1,15,,,,514,257,257,,,32,1,0,1,24,13,19,1,2,3,20,,,1,0,0,423.0,1.0,1.0,1,0,0,454.0,0.0,1.0,-3.0,0.0,-2.9,54.0,0.0,65.6,0,0,0,0,0,0,0.1,11.599999999999994,36,2.5,33.416666666666664,6.083333333333333,160.58333333333334,0.3333333333333333,0,0.25,0.5833333333333334,1.6666666666666667,30.666666666666668,0.25,0.3333333333333333,39,3.3846153846153846,34.53846153846154,6.307692307692308,153.76923076923077,0.4615384615384615,0,0.1538461538461538,0.5384615384615384,0.4666666666666667,15.266666666666667,0.0666666666666666,0.5333333333333333,0,0,0.0,-0.8846153846153846,-0.1282051282051282
401754525,2023,2,0.1111111111111111,2567,239,45,48,-3,93,0,0,0,0,0,0.0,,458,295,163,,,44,1,0,1,23,5,13,1,1,6,55,,,,601,440,161,,,44,2,2,0,32,8,18,3,6,6,64,,,1,0,0,400.0,3.0,1.0,1,0,0,483.0,0.0,0.0,-2.5454545454545454,0.0,-4.6,64.54545454545455,0.0,61.5,0,0,0,0,0,0,-2.0545454545454542,-3.0454545454545467,33,2.5454545454545454,38.18181818181818,5.727272727272728,114.63636363636364,0.3636363636363636,0,0.2727272727272727,0.6363636363636364,2.642857142857143,23.928571428571427,0.4285714285714285,0.2857142857142857,30,2.4,48.1,7.3,159.0,0.4,0,0.1,0.7,3.4444444444444446,44.44444444444444,0.5555555555555556,0.1111111111111111,0,0,1.0,0.1454545454545455,-0.0363636363636363
401754526,2023,2,0.1111111111111111,252,24,27,3,24,30,1,0,0,0,0,0.0,,332,175,157,,,41,0,0,0,18,5,14,1,2,4,35,,,,161,142,19,,,24,3,1,2,12,2,13,2,3,6,45,,,1,0,0,606.0,1.0,1.0,1,0,0,286.0,1.0,0.0,0.0,0.0,-20.5,0.0,0.0,44.4,0,0,0,0,0,0,0.0,0.0,33,5.636363636363637,52.36363636363637,6.181818181818182,187.45454545454547,0.9090909090909092,0,0.0,0.8181818181818182,0.5,3.2857142857142856,0.0714285714285714,0.7857142857142857,30,1.6,32.3,7.9,214.9,0.3,0,0.5,0.5,2.727272727272727,40.09090909090909,0.5454545454545454,0.2727272727272727,0,0,1.0,4.036363636363637,0.6090909090909091
401752696,2023,3,0.1666666666666666,333,275,38,14,24,52,1,0,0,0,0,0.0,,454,382,72,,,22,0,0,0,22,2,8,1,2,7,57,,,,209,117,92,,,34,2,0,2,14,6,11,1,1,6,65,,,2,0,0,462.0,0.0,0.5,2,0,0,394.5,1.5,1.0,-20.40909090909091,0.0,-26.2,45.27272727272727,0.0,43.2,0,0,0,0,0,0,-5.790909090909089,-2.0727272727272705,63,4.428571428571429,41.85714285714285,6.904761904761905,182.28571428571428,0.6666666666666666,0,0.0952380952380952,0.8095238095238095,1.4090909090909092,25.681818181818183,0.2272727272727272,0.3636363636363636,63,2.8095238095238093,37.80952380952381,6.380952380952381,199.57142857142856,0.4285714285714285,0,0.238095238095238,0.6190476190476191,0.4761904761904761,15.142857142857142,0.0952380952380952,0.3333333333333333,0,0,-0.5,1.6190476190476195,0.238095238095238
401752699,2023,3,0.1666666666666666,99,57,20,10,10,30,1,0,1,0,0,0.0,,316,220,96,,,25,1,0,1,10,4,14,0,0,7,68,,,,366,287,79,,,27,5,0,5,23,6,17,1,1,7,57,,,2,0,0,360.5,1.5,1.0,2,0,0,403.0,0.5,0.5,-7.05,0.0,-6.9,47.65,0.0,47.6,0,0,0,0,0,0,0.1499999999999994,-0.0499999999999971,66,2.090909090909091,35.27272727272727,6.863636363636363,201.27272727272728,0.3636363636363636,0,0.2272727272727272,0.7272727272727273,0.9090909090909092,18.727272727272727,0.1363636363636363,0.5,66,3.3181818181818183,38.0,6.636363636363637,186.8181818181818,0.5909090909090909,0,0.1818181818181818,0.7272727272727273,1.04,19.2,0.2,0.6,0,0,0.5,-1.2272727272727275,-0.2272727272727273
401752700,2023,3,0.1666666666666666,145,8,41,35,6,76,1,0,1,0,0,0.0,,475,357,118,,,40,0,0,0,25,8,12,0,0,7,63,,,,526,305,221,,,37,1,1,0,29,9,12,0,0,7,68,,,2,0,0,575.0,2.0,1.0,2,0,0,591.0,1.0,1.0,-6.555555555555555,0.0,-5.2,62.388888888888886,0.0,61.1,0,0,0,0,0,0,1.3555555555555552,-1.2888888888888843,84,3.392857142857143,40.07142857142857,5.678571428571429,120.85714285714286,0.5714285714285714,0,0.25,0.6428571428571429,1.137931034482759,21.48275862068965,0.2068965517241379,0.4827586206896552,75,4.32,47.28,5.4,135.08,0.64,0,0.28,0.72,0.7391304347826086,21.782608695652176,0.0869565217391304,0.3043478260869565,0,0,0.0,-0.9271428571428576,-0.0685714285714286
401752704,2023,3,0.1666666666666666,2579,238,7,31,-24,38,0,0,1,0,0,0.0,,328,242,86,,,29,4,2,2,20,4,12,1,3,8,85,,,,323,177,146,,,37,1,0,1,22,6,12,1,1,5,55,,,2,0,0,290.5,0.0,1.0,2,0,0,485.5,1.0,1.0,-3.05,0.0,-3.1,48.4,0.0,48.4,0,0,0,0,0,0,-0.0500000000000002,0.0,60,1.85,28.35,5.75,152.25,0.35,0,0.3,0.45,1.9130434782608696,25.043478260869566,0.391304347826087,0.1739130434782608,66,4.090909090909091,41.90909090909091,5.363636363636363,172.5,0.6363636363636364,0,0.1363636363636363,0.7272727272727273,1.15,19.1,0.25,0.55,0,0,0.0,-2.2409090909090907,-0.2863636363636364
401752705,2023,3,0.1666666666666666,2633,61,41,44,-3,85,0,0,1,0,0,0.0,,496,371,125,,,34,2,0,2,23,5,12,0,0,10,82,,,,502,304,198,,,55,2,1,1,28,8,17,2,2,5,39,,,2,0,0,605.0,1.0,1.0,2,0,0,454.5,1.0,1.0,4.0,0.0,3.7,50.18181818181818,0.0,50.3,0,0,0,0,0,0,-0.2999999999999998,0.1181818181818172,81,4.074074074074074,43.81481481481482,6.37037037037037,134.1851851851852,0.6666666666666666,0,0.1481481481481481,0.7777777777777778,1.8571428571428568,21.678571428571427,0.2857142857142857,0.3928571428571428,72,3.0416666666666665,37.708333333333336,6.375,168.83333333333334,0.4583333333333333,0,0.2083333333333333,0.625,0.52,14.92,0.12,0.52,0,0,0.0,1.032407407407408,0.2083333333333333
401752831,2023,3,0.1666666666666666,77,2483,14,34,-20,48,0,0,1,0,0,0.0,,313,135,178,,,37,2,0,2,15,3,11,2,4,4,27,,,,373,197,176,,,30,1,0,1,21,7,11,0,0,0,0,,,2,0,0,381.5,3.0,0.5,2,0,0,568.5,0.0,1.0,26.863636363636363,0.0,26.1,48.63636363636363,0.0,42.8,0,0,0,0,0,0,-0.7636363636363619,-5.836363636363636,69,0.4347826086956521,33.0,6.086956521739131,163.17391304347825,0.3478260869565217,0,0.2608695652173913,0.6521739130434783,0.9583333333333334,26.20833333333333,0.25,0.2916666666666667,66,5.363636363636363,51.86363636363637,5.818181818181818,159.95454545454547,0.7727272727272727,0,0.0454545454545454,0.8181818181818182,1.25,17.458333333333332,0.25,0.5,0,0,-0.5,-4.928853754940711,-0.424901185770751
401752832,2023,3,0.1666666666666666,2509,30,17,33,-16,50,0,0,1,0,0,0.0,,357,305,52,,,28,3,0,3,23,7,14,1,1,5,60,,,,460,282,178,,,40,0,0,0,22,4,13,4,4,9,103,,,2,0,0,408.5,0.5,1.0,2,0,0,676.0,1.0,1.0,20.63636363636364,0.0,20.6,59.59090909090909,0.0,59.6,0,0,0,0,0,0,-0.0363636363636352,0.0090909090909079,51,3.823529411764706,51.35294117647059,8.117647058823529,221.8823529411765,0.6470588235294118,0,0.1764705882352941,0.8235294117647058,1.4444444444444444,28.77777777777778,0.1666666666666666,0.2777777777777778,75,5.0,55.12,4.88,137.52,0.76,0,0.16,0.76,1.5185185185185186,25.14814814814815,0.2592592592592592,0.3703703703703703,0,0,0.0,-1.176470588235294,-0.1129411764705882
401752840,2023,3,0.1666666666666666,25,135,27,14,13,41,1,0,0,0,0,0.0,,340,279,61,,,24,0,0,0,19,6,13,0,1,8,59,,,,335,205,130,,,37,2,1,1,19,7,15,0,2,8,85,,,2,0,0,411.5,1.0,1.0,2,0,0,463.5,1.0,1.0,0.0,0.0,2.6,0.0,0.0,40.9,0,0,0,0,0,0,0.0,0.0,69,2.8260869565217392,30.043478260869566,5.521739130434782,140.30434782608697,0.4782608695652174,0,0.2608695652173913,0.6086956521739131,1.0384615384615383,21.03846153846154,0.1923076923076923,0.3461538461538461,66,3.409090909090909,41.59090909090909,6.636363636363637,195.3636363636364,0.5909090909090909,0,0.0454545454545454,0.8181818181818182,1.173913043478261,8.391304347826088,0.1739130434782608,0.6521739130434783,0,0,0.0,-0.5830039525691699,-0.1126482213438735
401754531,2023,3,0.1666666666666666,154,152,24,34,-10,58,0,0,1,0,0,0.0,,311,252,59,,,22,2,0,2,12,6,15,1,2,8,82,,,,406,201,205,,,44,0,0,0,24,7,18,2,2,10,94,,,2,0,0,445.0,1.5,1.0,2,0,0,419.5,0.5,1.0,7.045454545454546,0.0,0.0,52.04545454545455,0.0,0.0,0,0,0,0,0,0,0.0,0.0,84,2.071428571428572,31.5,4.821428571428571,126.0,0.2857142857142857,0,0.3214285714285714,0.6071428571428571,0.8846153846153846,19.53846153846154,0.1923076923076923,0.3461538461538461,69,2.8260869565217392,35.52173913043478,5.695652173913044,155.7391304347826,0.391304347826087,0,0.3478260869565217,0.5652173913043478,2.4545454545454546,39.86363636363637,0.3636363636363636,0.1818181818181818,0,0,0.0,-0.7546583850931676,-0.1055900621118012
